,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
5460,/organization/imagekind,Imagekind,|Artists Globally|Photography|Art|Printing|Digital Media|Curated Web|,Digital Media,USA,NC,Raleigh,Raleigh,/organization/cafepress,Cafe Press,|E-Commerce|,E-Commerce,USA,CO,Denver,Louisville,2008-07-01,2008-07,2008-Q3,2008.0,8400000,USD
5470,/organization/imclone-systems,Imclone Systems,|Biotechnology|,Biotechnology,USA,NY,New York City,New York,/organization/eli-lilly,Eli Lilly,|Biotechnology|,Biotechnology,USA,IN,Indianapolis,Indianapolis,2008-11-24,2008-11,2008-Q4,2008.0,7133620000,USD
5472,/organization/imeem,imeem,|Video|Photography|Music|,Photography,USA,CA,SF Bay Area,San Francisco,/organization/myspace,MySpace,|Social Media|Social Network Media|Web Hosting|,Social Media,USA,CA,Los Angeles,Beverly Hills,2009-11-18,2009-11,2009-Q4,2009.0,1000000,USD
5474,/organization/img-worldwide,IMG Worldwide,|News|,News,USA,NY,New York City,New York,/organization/william-morris-endeavor,WME,|Entertainment|,Entertainment,USA,CA,Los Angeles,Beverly Hills,2014-01-18,2014-01,2014-Q1,2014.0,2400000000,USD
5477,/organization/iml,iML,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Campbell,/organization/exar,EXAR,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Fremont,2014-04-28,2014-04,2014-Q2,2014.0,223000000,USD
5483,/organization/immunet-corporation,Immunet Corporation,|Cloud Computing|Security|IT and Cybersecurity|Software|,IT and Cybersecurity,USA,CA,SF Bay Area,Palo Alto,/organization/sourcefire,Sourcefire,|Information Technology|Software|,Information Technology,USA,MD,Baltimore,Columbia,2011-01-05,2011-01,2011-Q1,2011.0,21000000,USD
5508,/organization/in-motion-technology,In Motion Technology,|Mobile|,Mobile,CAN,BC,New Westminster,New Westminster,/organization/sierra-wireless,Sierra Wireless,|Mobile|,Mobile,CAN,ON,Toronto,Richmond Hill,2014-01-28,2014-01,2014-Q1,2014.0,21000000,USD
5512,/organization/inavein,Inavein,|Health and Wellness|,Health and Wellness,USA,MA,Boston,Lexington,/organization/lemaitre-vascular,LeMaitre Vascular,|Health Care|Hardware + Software|,Health Care,USA,MA,Boston,Burlington,2013-08-28,2013-08,2013-Q3,2013.0,2500000,USD
5530,/organization/indebancorp,Indebancorp,|Finance|,Finance,USA,OH,Toledo,Oak Harbor,/organization/croghan-colonial-bank,Croghan Colonial Bank,|Finance|,Finance,USA,OH,Toledo,Fremont,2013-12-12,2013-12,2013-Q4,2013.0,29000000,USD
5542,/organization/indiewire,indieWIRE,|Media|,Media,USA,NY,New York City,New York,/organization/snagfilms,SnagFilms,|Apps|Film|Video|Entertainment|Social Media|,Video,USA,DC,"Washington, D.C.",Washington,2008-07-15,2008-07,2008-Q3,2008.0,1000000,USD
5543,/organization/indigio-group,Indigio Group,|Software|,Software,USA,CO,Denver,Denver,/organization/bridgeline-software,Bridgeline Software,|Software|,Software,USA,MA,Boston,Woburn,2008-07-01,2008-07,2008-Q3,2008.0,6090000,USD
5551,/organization/industry-brains,IndustryBrains,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/marchex,Marchex,|Enterprise Software|Business Services|Technology|Advertising|Mobile|,Enterprise Software,USA,WA,Seattle,Seattle,2005-07-28,2005-07,2005-Q3,2005.0,31000000,USD
5557,/organization/infinitybox,Infinity Box,|Lead Generation|Payments|Polling|Surveys|Curated Web|,Payments,USA,FL,Tampa,Tampa,/organization/surveymonkey,SurveyMonkey,|Surveys|Software|,Software,USA,CA,SF Bay Area,Palo Alto,2011-04-25,2011-04,2011-Q2,2011.0,35000000,USD
5567,/organization/infointeractive,InfoInterActive,|VoIP|Media|Audio|Software|,VoIP,CAN,QC,Halifax,Bedford,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Content Creators,USA,NY,New York City,New York,2001-05-19,2001-05,2001-Q2,2001.0,28200000,USD
5569,/organization/infonox,Infonox,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Sunnyvale,/organization/total-system-services,Total System Services,|E-Commerce|,E-Commerce,USA,GA,"Columbus, Georgia",Columbus,2008-11-04,2008-11,2008-Q4,2008.0,50000000,USD
5610,/organization/inktomi,Inktomi,|Software|,Software,USA,CA,SF Bay Area,Foster City,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Photography,USA,CA,SF Bay Area,Sunnyvale,2003-03-01,2003-03,2003-Q1,2003.0,235000000,USD
5621,/organization/innopharma,InnoPharma,|Biotechnology|,Biotechnology,USA,NJ,Newark,Piscataway,/organization/pfizer,Pfizer,|Biotechnology|,Biotechnology,USA,NY,New York City,New York,2014-07-16,2014-07,2014-Q3,2014.0,225000000,USD
5647,/organization/insiderpages,Insider Pages,|Reviews and Recommendations|Business Services|Local|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/citysearch,Citysearch,|Reviews and Recommendations|Curated Web|,Reviews and Recommendations,USA,CA,Los Angeles,West Hollywood,2007-03-01,2007-03,2007-Q1,2007.0,13000000,USD
5655,/organization/insight-communications,Insight Communications,|Web Hosting|,Web Hosting,USA,NY,New York City,New York,/organization/time-warner-cable,Time Warner Cable,|Entertainment|Television|Cable|News|,Cable,USA,VA,"Washington, D.C.",Herndon,2011-08-15,2011-08,2011-Q3,2011.0,3000000000,USD
5658,/organization/insight-pharmaceuticals,Insight Pharmaceuticals,|Pharmaceuticals|,Pharmaceuticals,USA,PA,Philadelphia,Feasterville Trevose,/organization/prestige-brands-holdings,Prestige Brands Holdings,|Health Care|Manufacturing|,Health Care,USA,NY,New York City,Tarrytown,2014-04-25,2014-04,2014-Q2,2014.0,750000000,USD
5661,/organization/insightera,Insightera,|Business Services|Search Marketing|Market Research|,Market Research,USA,CA,SF Bay Area,San Mateo,/organization/marketo,Marketo,|Brand Marketing|Lead Management|Analytics|Optimization|Lead Generation|B2B|Software|,Optimization,USA,CA,SF Bay Area,San Mateo,2013-12-13,2013-12,2013-Q4,2013.0,20000000,USD
5662,/organization/insightful-corp,Insightful,|Software|,Software,USA,WA,Seattle,Seattle,/organization/tibco-software-inc,TIBCO Software,|Enterprise Software|Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,2008-05-02,2008-05,2008-Q2,2008.0,25000000,USD
5669,/organization/inspire-pharmaceuticals,Inspire Pharmaceuticals,|Biotechnology|,Biotechnology,USA,NC,Raleigh,Durham,/organization/merck-co-inc,Merck & Co.,|Health and Wellness|Pharmaceuticals|Biotechnology|,Biotechnology,USA,NJ,NJ - Other,Whitehouse Station,2011-04-05,2011-04,2011-Q2,2011.0,430000000,USD
5676,/organization/instaedu,InstaEDU,|Tutoring|Education|,Tutoring,USA,CA,SF Bay Area,San Francisco,/organization/chegg,Chegg,|Consumers|Online Rental|Textbooks|Education|,Consumers,USA,CA,SF Bay Area,Santa Clara,2014-06-03,2014-06,2014-Q2,2014.0,30000000,USD
5677,/organization/instagram,Instagram,|Social Network Media|Social Media|Mobile|Photo Editing|Photo Sharing|Photography|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Communities,USA,CA,SF Bay Area,Menlo Park,2012-04-09,2012-04,2012-Q2,2012.0,1010470000,USD
5690,/organization/instranet,InStranet,|Enterprise Software|,Enterprise Software,USA,IL,Chicago,Chicago,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Software,USA,CA,SF Bay Area,San Francisco,2008-08-04,2008-08,2008-Q3,2008.0,31500000,USD
5695,/organization/insureme,InsureMe,|Curated Web|,Curated Web,USA,CO,Denver,Englewood,/organization/bankrate,Bankrate,|Business Services|Curated Web|,Business Services,USA,FL,Palm Beaches,North Palm Beach,2007-02-07,2007-02,2007-Q1,2007.0,85000000,USD
5712,/organization/integrated-medical-systems,Integrated Medical Systems,|Biotechnology|,Biotechnology,USA,AL,Birmingham,Birmingham,/organization/steris-corporation,STERIS Corporation,|Biotechnology|,Biotechnology,USA,PA,Pittsburgh,Pittsburgh,2014-04-01,2014-04,2014-Q2,2014.0,165000000,USD
5715,/organization/integrated-quality,Integrated Quality,|Software|,Software,USA,OH,"Columbus, Ohio",Lewis Center,/organization/metris-international-holding,Metris,|Software|,Software,USA,MI,Detroit,Brighton,2008-10-16,2008-10,2008-Q4,2008.0,5900000,USD
5716,/organization/integration-associates,Integration Associates,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Mountain View,/organization/silicon-laboratories,Silicon Laboratories,|Hardware + Software|,Hardware + Software,USA,AL,Huntsville,Huntsville,2008-07-30,2008-07,2008-Q3,2008.0,87110000,USD
5717,/organization/integrien,Integrien,|Enterprise Software|,Enterprise Software,USA,CA,Anaheim,Irvine,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,2010-08-31,2010-08,2010-Q3,2010.0,100000000,USD
5720,/organization/integrys-energy-group,Integrys Energy Group,|Utilities|,Utilities,USA,IL,Chicago,Chicago,/organization/wisconsin-energy,Wisconsin Energy,|Service Providers|,Service Providers,USA,WI,Milwaukee,Milwaukee,2014-06-23,2014-06,2014-Q2,2014.0,9100000000,USD
5722,/organization/intelect-medical,Intelect Medical,|Biotechnology|,Biotechnology,USA,MA,Boston,Boston,/organization/boston-scientific,Boston Scientific,|Life Sciences|Medical|Technology|Business Services|,Business Services,USA,MA,Boston,Natick,2011-01-05,2011-01,2011-Q1,2011.0,78000000,USD
5730,/organization/intelligent-gadgets,Intelligent Gadgets,|Software|,Software,USA,CA,Anaheim,Dana Point,/organization/callwave,CallWave,|Software|,Software,USA,CA,Santa Barbara,Santa Barbara,2008-07-11,2008-07,2008-Q3,2008.0,1600000,USD
5744,/organization/intellon-corporation,Intellon Corporation,|Semiconductors|,Semiconductors,USA,FL,Orlando,Orlando,/organization/qualcomm-atheros,Qualcomm Atheros,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Santa Clara,2009-09-11,2009-09,2009-Q3,2009.0,244000000,USD
5755,/organization/interactive-tko,Interactive TKO,|Software|,Software,USA,TX,Dallas,Dallas,/organization/ca,CA Technologies,|Software|,Software,USA,NY,Long Island,Islandia,2011-06-29,2011-06,2011-Q2,2011.0,330000000,USD
5760,/organization/interclick,interclick,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Photography,USA,CA,SF Bay Area,Sunnyvale,2011-11-01,2011-11,2011-Q4,2011.0,270000000,USD
5763,/organization/interface-control-systems,Interface & Control Systems,|Software|,Software,USA,FL,Florida's Space Coast,Indialantic,/organization/sra-international,SRA International,|Consulting|,Consulting,USA,VA,"Washington, D.C.",Fairfax,2008-07-01,2008-07,2008-Q3,2008.0,8100000,USD
5771,/organization/intergy,Intergy,|Software|,Software,USA,CA,SF Bay Area,Dublin,/organization/willdan-group,Willdan Group,|Governance|,Governance,USA,CA,Anaheim,Anaheim,2009-01-02,2009-01,2009-Q1,2009.0,16460000,USD
5773,/organization/interlace-medical,Interlace Medical,|Health Care|,Health Care,USA,MA,Boston,Framingham,/organization/hologic,Hologic,|Biotechnology|,Biotechnology,USA,MA,Boston,Bedford,2011-01-07,2011-01,2011-Q1,2011.0,125000000,USD
5775,/organization/intermec,Intermec,|Hardware + Software|,Hardware + Software,USA,WA,Seattle,Everett,/organization/honeywell,Honeywell,|Technology|Manufacturing|,Manufacturing,USA,NJ,Newark,Morristown,2012-12-11,2012-12,2012-Q4,2012.0,600000000,USD
5782,/organization/international-lease-finance-corporation-ilfc,International Lease Finance Corporation (ILFC),|Financial Services|,Financial Services,USA,CA,Los Angeles,Los Angeles,/organization/aercap,AerCap,|Technology|Finance|,Technology,USA,FL,Ft. Lauderdale,Fort Lauderdale,2014-05-15,2014-05,2014-Q2,2014.0,3000000000,USD
5786,/organization/internet-brands,Internet Brands,|Internet|Curated Web|,Internet,USA,CA,Los Angeles,El Segundo,/organization/hellman-friedman,Hellman & Friedman,|Finance|,Finance,USA,CA,SF Bay Area,San Francisco,2010-09-20,2010-09,2010-Q3,2010.0,640000000,USD
5789,/organization/internet-broadcasting,Internet Broadcasting,|Curated Web|,Curated Web,USA,MN,Minneapolis,Saint Paul,/organization/nexstar-broadcasting-group,Nexstar Broadcasting Group,|Broadcasting|Games|,Broadcasting,USA,TX,Dallas,Irving,2014-03-13,2014-03,2014-Q1,2014.0,20000000,USD
5800,/organization/internships,Internships.com,|Marketplaces|Education|,Marketplaces,USA,CA,Los Angeles,Burbank,/organization/chegg,Chegg,|Consumers|Online Rental|Textbooks|Education|,Consumers,USA,CA,SF Bay Area,Santa Clara,2014-10-02,2014-10,2014-Q4,2014.0,11000000,USD
5804,/organization/interthinx,Interthinx,|Fraud Detection|Service Providers|Risk Management|,Service Providers,USA,CA,Los Angeles,Agoura Hills,/organization/first-american,First American,|Finance|,Finance,USA,CA,"Orange County, California",Santa Ana,2014-02-07,2014-02,2014-Q1,2014.0,155000000,USD
5806,/organization/intervest-national-bank,Intervest National Bank,|Banking|,Banking,USA,NY,New York City,New York,/organization/bank-of-the-ozarks,Bank of the Ozarks,|Finance|,Finance,USA,AR,Little Rock,Little Rock,2014-08-01,2014-08,2014-Q3,2014.0,228500000,USD
5807,/organization/intervoice,Intervoice,|Software|,Software,USA,TX,Dallas,Dallas,/organization/convergys,Convergys,|Technology|Consulting|,Technology,USA,OH,Cincinnati,Cincinnati,2008-07-15,2008-07,2008-Q3,2008.0,322270000,USD
5808,/organization/interwoven,Interwoven,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Jose,/organization/autonomy,Autonomy Corporation,|Software|,Software,USA,CA,SF Bay Area,San Francisco,2009-01-22,2009-01,2009-Q1,2009.0,775000000,USD
5820,/organization/intrinsiq,IntrinsiQ,|Medical|Health and Wellness|,Health and Wellness,USA,MA,Boston,Burlington,/organization/amerisourcebergen-corporation,AmerisourceBergen Corporation,|Enterprises|Medical|Pharmaceuticals|Health Care|,Pharmaceuticals,USA,PA,Philadelphia,Valley Forge,2011-01-01,2011-01,2011-Q1,2011.0,35,USD
5821,/organization/intrinsity,Intrinsity,|Semiconductors|,Semiconductors,USA,TX,Austin,Austin,/organization/apple,Apple,|Computers|Consumer Electronics|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,2010-04-27,2010-04,2010-Q2,2010.0,121000000,USD
5832,/organization/inventa-technologies,Inventa Technologies,|Software|,Software,USA,NJ,NJ - Other,Mount Laurel,/organization/ants-software,ANTs Software,|Software|,Software,USA,GA,Atlanta,Dunwoody,2009-02-20,2009-02,2009-Q1,2009.0,30000000,USD
5843,/organization/invitemedia,Invite Media,|Advertising|,Advertising,USA,PA,Philadelphia,Philadelphia,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2010-06-02,2010-06,2010-Q2,2010.0,80000000,USD
5844,/organization/inviteshare,InviteShare,|Privacy|Public Relations|,Privacy,USA,CA,SF Bay Area,Atherton,/organization/techcrunch,TechCrunch,|News|,News,USA,CA,SF Bay Area,San Francisco,2007-07-01,2007-07,2007-Q3,2007.0,25000,USD
5848,/organization/io-turbine,IO Turbine,|Software|,Software,USA,CA,SF Bay Area,San Jose,/organization/fusion-io,Fusion-io,|Software|Enterprise Software|,Software,USA,UT,Salt Lake City,Salt Lake City,2011-08-04,2011-08,2011-Q3,2011.0,95000000,USD
5849,/organization/iogyn,iogyn,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,/organization/boston-scientific,Boston Scientific,|Life Sciences|Medical|Technology|Business Services|,Business Services,USA,MA,Boston,Natick,2014-05-06,2014-05,2014-Q2,2014.0,65000000,USD
5852,/organization/iomega,Iomega,|Hardware + Software|,Hardware + Software,USA,CA,San Diego,San Diego,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,2008-04-08,2008-04,2008-Q2,2008.0,213000000,USD
5853,/organization/ion-torrent,Ion Torrent,|Biotechnology|,Biotechnology,USA,CT,Hartford,Guilford,/organization/life-technologies,Life Technologies,|Technology|Biotechnology|,Technology,USA,CA,San Diego,Carlsbad,2010-08-18,2010-08,2010-Q3,2010.0,725000000,USD
5860,/organization/iowa-telecommunications-services,Iowa Telecommunications Services,|Telecommunications|Public Relations|,Telecommunications,USA,IA,Des Moines,Newton,/organization/windstream,Windstream,|Internet Service Providers|Telecommunications|Mobile|,Mobile,USA,AR,Little Rock,Little Rock,2009-11-24,2009-11,2009-Q4,2009.0,1100000000,USD
5864,/organization/ipay-technologies,iPay Technologies,|Enterprise Software|,Enterprise Software,USA,KY,Louisville,Elizabethtown,/organization/jack-henry-associates,Jack Henry & Associates,|Enterprise Software|,Enterprise Software,USA,MO,Branson,Monett,2010-05-07,2010-05,2010-Q2,2010.0,300000000,USD
5867,/organization/ipcs,iPCS,|Mobile|,Mobile,USA,IL,Carthage,Carthage,/organization/sprint-nextel,Sprint Nextel,|Wireless|Mobile|,Mobile,USA,KS,Kansas City,Overland Park,2009-10-19,2009-10,2009-Q4,2009.0,831000000,USD
5872,/organization/ipierian,iPierian,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/bristol-myers-squibb,Bristol-Myers Squibb,|Health and Wellness|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,NY,New York City,New York,2014-04-29,2014-04,2014-Q2,2014.0,725000000,USD
5896,/organization/iron-solutions,Iron Solutions,|Curated Web|,Curated Web,USA,MT,MT - Other,Denton,/organization/gvic-communications,GVIC Communications,|Public Relations|,Public Relations,CAN,BC,Vancouver,Vancouver,2008-07-01,2008-07,2008-Q3,2008.0,15000000,USD
5897,/organization/ironhill-partners,IronHill Partners,|Software|,Software,USA,MA,Boston,Waltham,/organization/heidrick-struggles-international,Heidrick & Struggles International,|Technology|Consulting|,Technology,USA,IL,Chicago,Chicago,2008-11-15,2008-11,2008-Q4,2008.0,9000000,USD
5899,/organization/ironport,IronPort Systems,|Security|,Security,USA,CA,SF Bay Area,San Bruno,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Software,USA,CA,SF Bay Area,San Jose,2007-01-04,2007-01,2007-Q1,2007.0,830000000,USD
5907,/organization/isilon,Isilon Systems,|Web Hosting|,Web Hosting,USA,WA,Seattle,Seattle,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,2010-11-15,2010-11,2010-Q4,2010.0,2250000000,USD
5919,/organization/isuppli,iSuppli,|Product Design|Business Analytics|Consulting|,Product Design,USA,CA,Los Angeles,El Segundo,/organization/ihs,IHS,|Software|,Software,USA,CO,Denver,Englewood,2010-11-02,2010-11,2010-Q4,2010.0,95000000,USD
5921,/organization/ita-software,ITA Software,|Travel|,Travel,USA,MA,Boston,Cambridge,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2011-04-13,2011-04,2011-Q2,2011.0,700000000,USD
5923,/organization/itc-deltacom,ITC^DeltaCom,|Public Relations|,Public Relations,USA,AL,Huntsville,Huntsville,/organization/earthlink,EarthLink,|Curated Web|,Curated Web,USA,GA,Atlanta,Atlanta,2010-10-01,2010-10,2010-Q4,2010.0,516000000,USD
5926,/organization/itis-holdings,ITIS Holdings,|Software|,Software,USA,CT,Hartford,Cheshire,/organization/inrix,INRIX,|Crowdsourcing|Big Data|SEO|Public Transportation|,Crowdsourcing,USA,WA,Seattle,Kirkland,2011-08-01,2011-08,2011-Q3,2011.0,37000000,GBP
5942,/organization/ivillage,iVillage,|Women|News|,Women,USA,NY,New York City,New York,/organization/nbcuniversal,NBC Universal,|Curated Web|,Curated Web,USA,NY,New York City,New York,2006-03-01,2006-03,2006-Q1,2006.0,600000000,USD
5947,/organization/iweb-technologies,iWeb Technologies,|Networking|Data Centers|Web Hosting|,Data Centers,CAN,QC,Montreal,Montréal,/organization/internap,Internap,|Video Streaming|Content Delivery|Enterprises|Games|E-Commerce|Web Hosting|SaaS|Storage|Internet|Data Centers|Software|Curated Web|,Games,USA,GA,Atlanta,Atlanta,2013-10-30,2013-10,2013-Q4,2013.0,145000000,USD
5968,/organization/jadak-technologies,Jadak Technologies,|Manufacturing|,Manufacturing,USA,NY,Syracuse,North Syracuse,/organization/gsi-group,GSI Group,|Manufacturing|,Manufacturing,USA,MA,Boston,Bedford,2014-02-18,2014-02,2014-Q1,2014.0,93500000,USD
5969,/organization/jagtag,JagTag,|Mobile|,Mobile,USA,NJ,Newark,Princeton,/organization/augme,Augme,|Advertising|,Advertising,USA,NY,New York City,New York,2011-07-01,2011-07,2011-Q3,2011.0,5500000,USD
5977,/organization/jambool,Jambool,|E-Commerce|Internet|Facebook Applications|Social Media|Virtual Currency|Virtual Goods|Finance|,Virtual Goods,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2010-08-09,2010-08,2010-Q3,2010.0,70000000,USD
5979,/organization/jamdatmobile,Jamdat Mobile,|Curated Web|,Curated Web,USA,CA,Los Angeles,Los Angeles,/organization/electronicarts,Electronic Arts,|Entertainment|Games|,Entertainment,USA,CA,SF Bay Area,Redwood City,2005-12-01,2005-12,2005-Q4,2005.0,673600000,USD
5989,/organization/jaspersoft,Jaspersoft,|Open Source|Analytics|Web Development|Business Intelligence|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/tibco-software-inc,TIBCO Software,|Enterprise Software|Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,2014-04-28,2014-04,2014-Q2,2014.0,185000000,USD
5992,/organization/javelin-pharmaceuticals,Javelin Pharmaceuticals,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/myriad-pharmaceuticals,Myriad Pharmaceuticals,|Biotechnology|,Biotechnology,USA,UT,Salt Lake City,Salt Lake City,2009-12-18,2009-12,2009-Q4,2009.0,95000000,USD
6001,/organization/jellyfish,jellyfish,|Social Media|,Social Media,USA,WI,Madison,Middleton,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,2007-10-03,2007-10,2007-Q4,2007.0,50000000,USD
6020,/organization/jiffy,Jiffy Apps,|Web Development|Software|Android|iPhone|Apps|Mobile|,Web Development,CAN,BC,Vancouver,Vancouver,/organization/atlas-intellectual-property-management-co,ATLAS Intellectual Property Management Co.,|Telecommunications|Mobile|Finance|,Mobile,USA,WA,Seattle,Seattle,2012-02-02,2012-02,2012-Q1,2012.0,127000000,USD
6024,/organization/jigsaw,Jigsaw,|Contact Management|Curated Web|,Contact Management,USA,CA,SF Bay Area,San Mateo,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Software,USA,CA,SF Bay Area,San Francisco,2010-04-21,2010-04,2010-Q2,2010.0,142000000,USD
6030,/organization/jingle-networks,Jingle Networks,|Advertising|Mobile|,Advertising,USA,NY,New York City,New York,/organization/marchex,Marchex,|Enterprise Software|Business Services|Technology|Advertising|Mobile|,Enterprise Software,USA,WA,Seattle,Seattle,2011-04-11,2011-04,2011-Q2,2011.0,62500000,USD
6032,/organization/jitterjam,JitterJam,|Social Network Media|Social CRM|App Marketing|Email Marketing|Social Media|Social Media Marketing|Software|,Social CRM,USA,NH,"Manchester, New Hampshire",Bedford,/organization/meltwater,Meltwater,|Media|SaaS|Public Relations|Social Media Monitoring|Social Media|Software|,SaaS,USA,CA,SF Bay Area,San Francisco,2011-03-22,2011-03,2011-Q1,2011.0,6000000,USD
6033,/organization/jive-software,Jive Software,|Technology|Web Tools|Web Development|Social Media|Software|,Technology,USA,CA,SF Bay Area,Palo Alto,/organization/clara,CLARA,|Artificial Intelligence|Games|Analytics|Consulting|,Artificial Intelligence,USA,CA,SF Bay Area,San Francisco,2013-05-01,2013-05,2013-Q2,2013.0,10000000,USD
6039,/organization/jobflash,JobFlash,|Search|,Search,USA,CA,SF Bay Area,Fremont,/organization/taleo,Taleo,|Video on Demand|Recruiting|Career Management|Software|,Software,USA,CA,SF Bay Area,Dublin,2007-03-09,2007-03,2007-Q1,2007.0,3000000,USD
6062,/organization/jos-a-bank,Jos. A Bank,|Fashion|,Fashion,USA,MD,Baltimore,Hampstead,/organization/mens-wearhouse,Men's Wearhouse,|Fashion|,Fashion,USA,CA,CA - Other,Coloma,2014-03-11,2014-03,2014-Q1,2014.0,1800000000,USD
6063,/organization/joseph-abboud,Joseph Abboud,|Fashion|,Fashion,USA,NY,New York City,New York,/organization/the-mens-wearhouse,The Men's Wearhouse,|Fashion|,Fashion,USA,TX,Houston,Houston,2013-07-19,2013-07,2013-Q3,2013.0,97500000,USD
6067,/organization/joulex,JouleX,|Enterprise Software|,Enterprise Software,USA,GA,Atlanta,Atlanta,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Software,USA,CA,SF Bay Area,San Jose,2013-05-29,2013-05,2013-Q2,2013.0,107000000,USD
6097,/organization/justchalo,JustChalo,|Mobile|,Mobile,USA,CA,SF Bay Area,Saratoga,/organization/opentable,OpenTable,|Business Services|Hospitality|,Business Services,USA,CA,SF Bay Area,San Francisco,2013-06-14,2013-06,2013-Q2,2013.0,11000000,USD
6111,/organization/kaboodle,Kaboodle,|Shopping|E-Commerce|,Shopping,USA,CA,SF Bay Area,Sunnyvale,/organization/hearstcorporation,Hearst Corporation,|Health and Wellness|Publishing|Curated Web|,Publishing,USA,NY,New York City,New York,2007-08-01,2007-08,2007-Q3,2007.0,18000000,USD
6116,/organization/kai-pharmaceuticals,KAI Pharmaceuticals,|Medical|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/amgen,Amgen,|Biotechnology|,Biotechnology,USA,CA,Los Angeles,Thousand Oaks,2012-04-10,2012-04,2012-Q2,2012.0,315000000,USD
6123,/organization/kana-software,KANA Software,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,/organization/verint,Verint Systems,|Technology|Software|,Technology,USA,NY,Long Island,Melville,2014-01-06,2014-01,2014-Q1,2014.0,514000000,USD
6128,/organization/kapow-technologies,Kapow Software,|Enterprise Software|Data Integration|Big Data|Software|,Data Integration,USA,CA,SF Bay Area,Palo Alto,/organization/kofax,Kofax,|Software|,Software,USA,CA,Anaheim,Irvine,2013-07-31,2013-07,2013-Q3,2013.0,47500000,USD
6133,/organization/kasenna,Kasenna,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,/organization/espial-group,Espial Group,|Software|,Software,CAN,ON,Toronto,Toronto,2008-07-10,2008-07,2008-Q3,2008.0,79910000,USD
6144,/organization/kazeon,Kazeon,|Software|,Software,USA,CA,SF Bay Area,Mountain View,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,2009-09-02,2009-09,2009-Q3,2009.0,150000000,USD
6156,/organization/kenet,Kenet,|Semiconductors|,Semiconductors,USA,MA,Boston,Woburn,/organization/intersil,Intersil,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Milpitas,2008-09-30,2008-09,2008-Q3,2008.0,35600000,USD
6158,/organization/kenexa,Kenexa,|Software|,Software,USA,PA,Philadelphia,Wayne,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2012-08-28,2012-08,2012-Q3,2012.0,1300000000,USD
